-0.009664346,0.185938617,-0.003052683,0.07984481,0.021358261,0.010588411,0.020153071,0.003561563,-0.011657388,-0.039088156,-0.018290487,-0.002579865,0.068741725,-0.058143644,0.031455529
0.216333356,0.163938116,0.036219582,0.973511549,0.113399758,0.14122975,-0.088386016,-0.007884422,-0.07922798,-0.050109791,0.074022686,0.082273038,0.036352241,0.086339361,0.016859035
0.218741819,0.229203264,-0.091229713,0.704100127,0.023908792,0.070364007,0.06580254,0.004495692,0.154014506,-0.053119189,-0.045963136,0.054501073,0.061326913,-0.03116667,0.069973896
0.068098034,0.31404749,-0.199202194,0.059027811,0.211478997,0.796966851,0.429379589,-0.088790957,-0.273769117,0.096612268,-0.12978138,0.096744782,0.041288917,0.260042788,-0.006106857
0.133143599,-0.040539428,0.012399045,0.157237094,-0.038601141,0.906024353,-0.057251024,0.090560028,0.146618559,0.001182695,0.054607161,0.049194626,0.002398664,-0.091735009,0.041326221
-0.081312909,-0.047015373,0.13059686,-0.020524314,-0.000188996,0.070052897,1.157895954,0.000757967,0.152089003,0.072616634,0.062647491,0.08995097,0.148793314,-0.084148326,-0.033842835
0.106398812,0.07377173,0.058391295,0.137342491,0.021359837,0.102145518,0.101097801,0.076357967,0.002763487,0.038185226,-0.013208917,1.273678225,0.027105669,0.133287155,0.065586858
0.06997748,-0.127972518,0.384834703,0.07629556,-0.065175128,0.008056297,-0.104373727,0.331356431,0.184668526,-0.055873754,0.077334085,0.186562495,0.102846282,1.139158505,0.095058143
0.142039816,0.018951312,0.137031502,-0.013275131,-0.011868973,0.066638824,-0.001871262,1.344692095,0.066215202,-0.058008548,0.045342296,0.084069825,0.047924417,0.248147239,-0.036626041
0.095567194,0.489799955,-0.007704183,0.128816691,-0.027162972,0.154609334,-0.028388259,0.190480828,-0.288005035,-0.030734497,0.026517526,-0.073564746,0.073783997,-0.151765511,0.104029522
0.053643345,0.124373424,0.016749483,0.088078446,-0.00454638,0.044438786,-0.034479068,-0.027518166,-0.021195833,-0.012905967,-0.000507167,0.063686911,0.01160367,0.061302225,1.306037869
-0.038768334,-0.040265464,1.017782997,-0.04692853,-0.010899817,-0.071276768,0.186826138,0.141355626,-0.17356164,-0.036072406,-0.048868923,0.042479492,-0.014002171,0.279461,0.002934306
0.106091159,0.565842419,0.003556723,0.104507898,0.009220943,0.053819575,-0.001461296,0.105007157,0.084694431,0.045577167,-0.085073636,0.103324906,0.023869677,-0.15695068,0.026309919
-0.013523284,-0.07166231,0.093507726,0.022420118,0.048578186,0.006439837,0.051011563,0.038114696,-0.038081697,-0.02467156,1.193119483,-0.012098907,-0.017477646,0.04879605,-0.000762218
-0.15283644,-0.361861368,1.065941806,-0.035328978,-0.017154728,-0.012041273,-0.103177532,-0.018676926,0.318187165,0.519760966,0.340563798,0.033013657,-0.067789804,-0.008105323,0.02523021
0.142501559,1.080468698,-0.190121348,-0.083432847,0.090421373,-0.047643758,0.005805935,-0.116929308,0.157780689,-0.059481083,0.05962947,0.063836198,-0.133422652,0.169619639,0.009442358
-0.056807963,0.239889073,-0.013289166,0.077692582,0.060637619,0.065281239,0.122893913,0.068516386,0.939825503,0.080077231,-0.034354759,-0.004263005,0.014404615,0.097144249,-0.008432899
0.020588045,0.46074411,-0.053346919,0.088237342,0.017803576,-0.019344534,-0.038003784,-0.077383356,0.115651286,-0.076849205,-0.010953767,-0.028856259,0.078123868,0.11456689,-0.022802434
-0.247191729,-0.199637466,0.183528785,-0.121078122,-0.086703952,0.053374068,0.101135189,-0.060988928,0.090686818,1.286632742,-0.046040699,0.041308216,-0.002608494,-0.04455522,-0.017103893
0.560587521,0.053203501,-0.13606197,0.295154207,0.901520973,-0.220147676,0.205243092,0.079536079,-0.133882975,0.069213542,0.139312748,-0.125447434,-0.123706867,0.155160487,-0.023328993
1.210097109,0.052817379,-0.05870857,0.307062247,0.201408247,0.077871705,-0.016775792,-0.070829363,-0.032708144,-0.020689302,0.002757613,-0.027673174,0.137905157,0.117937361,-0.029213987
1.284692593,0.177437472,-0.033254049,0.153989681,0.222175947,0.181907318,-0.085653117,0.203484392,-0.040817509,-0.207240617,-0.011148711,0.086263335,0.051889198,-0.055023331,0.097454349
1.281553776,0.143402718,-0.048568758,0.10988,0.145993397,0.038483736,-0.025435118,0.064176886,-0.02176555,-0.095406279,-0.027818375,0.09965954,0.01885311,-0.013260079,0.021862996
0.140517231,0.203361549,-0.045409513,0.096605504,0.12547051,0.017685677,0.155492274,0.048607395,0.005844776,-0.000387934,-0.018277069,0.026724661,1.177376777,0.077424156,0.008839178
0.371422004,0.147138061,0.072494626,0.010693413,1.150325051,0.240316471,-0.128719278,-0.080836066,0.222671421,-0.180167382,-0.017468953,0.128383845,0.318158027,-0.192237502,0.010546967
