-0.015489718,-0.003034242,0.185182463,0.047574625,0.01988883
0.371871178,0.035189556,0.196890214,-0.061669235,0.511549695
0.266410306,-0.041956141,0.378631845,0.023350829,0.313262685
0.109014651,0.0014681,0.474280907,0.421920682,0.088350582
0.217702695,0.052381098,-0.006659122,0.174453904,0.326142185
0.020815123,-0.033909454,-0.072799089,0.936791341,-0.208659977
0.042703472,0.551611314,0.150620719,0.358773849,0.243803935
-0.067973058,1.036076115,-0.075177466,-0.12949825,0.118944325
0.105903607,1.166666473,0.045182723,-0.057948201,-0.370765146
0.062021763,0.111940028,0.410177422,-0.054476775,0.113658577
-0.157248044,-0.039658729,0.079901895,-0.25603051,1.07583505
-0.075000062,0.545758013,-0.464453304,0.24304901,0.080247661
0.10016689,-0.006770374,0.371863168,0.139194409,0.144165469
0.147685983,0.045400222,-0.504036066,-0.007594724,0.1481154
-0.103965149,0.296153769,-1.140871469,0.37829933,0.416876393
0.015596519,0.017013093,0.767113467,-0.057188136,0.149436965
-0.069216777,0.143338416,0.16992972,0.357891566,0.035367936
-0.010479713,0.011228399,0.369990405,0.04541198,0.066584094
-0.432717901,-0.167504485,-0.537214857,0.744564718,0.350890901
0.947507866,-0.055618555,-0.16792374,0.173716703,-0.118575996
1.196255114,0.073911042,-0.079545003,-0.159675899,0.115353111
1.226743063,0.166017278,0.086884172,-0.263881037,0.090393422
1.259960618,0.134227829,-0.003872036,-0.196042025,0.059997077
0.253993689,0.095750983,0.235192209,0.516478206,-0.13631058
0.878109443,-0.302774549,0.032192735,0.379674113,-0.060762518
